"","Charges"
"18271","SUBSTANCE WITH INTENT TO SELL WITHIN"
"18272","1,000 FEET OF SCHOOL"
"18273","POSSESSION OF PARAPHERNALIA"
"18274","POSSESSION OF WEAPON OR AMMO BY"
"18275","OTHER STATE FELON"
"18276","GRAND THEFT OF FIREARM"
"18277","FTA/DRIVING UNDER THE INFLUENCE WITH"
"18278","BREATH ALCOHOL OF .15 OR HIGHER"
"18279","HOLD FOR DOC (GRACEVILLE) EOS 5/13/2018"
"18280","HOLD FOR HILLSBOROUGH COUNTY"
"18281","FLORIDA PAROLE COMMISSION HOLD/486961"
"18282","WRIT-WHS $600 OR 30 DAYS LCJ"
"18283","DOR/RUFF/CARROLL"
"18284","FTA/TRESPASS ON PROPERTY AFTER"
"18285","WARNING"
"18286","NONMOVING TRAFFIC VIOL DRIVE WHILE LIC"
"18287","SUSP HABITUTAL"
"18288","NARCOTIC EQUIP-POSSESS AND OR USE"
"18289","VOP/POSSESSION OF MORE THAN 20 GRAMS"
"18290","CANNABIS"
"18291","OUT-OF-COUNTY WARRANT///LIBERTY"
"18292","COUNTY/CASE#2007-DR-142/CHILD"
"18293","SUPPORT//BND: 4000"
"18294","CONTEMPT OF COURT VIOLATION"
"18295","INJUNCTION PROTECTION DOMESTIC"
"18296","VIOLENCE"
"18297","DAMAGE PROP-CRIM MISCH 200 DOLLARS"
"18298","AND UNDER"
"18299","DRUGS-POSSESS POSSESS"
"18300","METHAMPHETAMINE"
"18301","DRUGS-POSSESS CONTROLLED SUBSTANCE"
"18302","WITHOUT PRESCRIPTION"
"18303","NARCOTIC EQUIP-POSSESS AND OR USE"
"18304","HOLD FOR DOC (ACI EAST) DUI"
"18305","MANSLAUGHTER"
"18306","HOLD FOR HILLSBOROUGH COUNTY"
"18307","PETIT THEFT 1ST OFF"
"18308","OUT-OF-STATE-FUGITIVE / THOMAS CO. GA."
"18309","/ CASE#17CR233 / VOP POSS. OF"
"18310","METHAMPHETMINE / POSS. OF COCAINE"
"18311","W.I.T.S"
"18312","POSSESSION OF CONTRABAND AT COUNTY"
"18313","DETENTION FACILITY"
"18314","POSSESSION OF CONTROLLED SUBSTANCE"
"18315","POSSESSION OF PARAPHERNALIA"
"18316","GIVING FALSE NAME OR IDENTIFICATION TO"
"18317","OFFICER"
"18318","OUT-OF-COUNTY WARRANT// LIBERTY"
"18319","COUNTY/ CASE#17-116-CF FAILURE TO"
"18320","APPEAR OF FALSE IMPRISONMENT NO BOND"
"18321","OUT-OF-COUNTY WARRANT// LIBERTY"
"18322","COUNTY/ CASE#18-40-CF-B// POSS OF A"
"18323","CONTROLLED SUBSTANCE NO BOND"
"18324","OUT-OF-COUNTY WARRANT// LIBERTY"
"18325","COUNTY/ CASE#18-40-CF-B// POSS OF DRUG"
"18326","PARAPHERNALIA NO BOND NO BOND"
"18327","OUT-OF-COUNTY WARRANT / WAKULLA CO. /"
"18328","CASE#16-256 CFMA / VOP GIVING FALSE"
"18329","NAME TO LEO"
"18330","OUT-OF-COUNTY WARRANT / WAKULLA CO. /"
"18331","CASE#16-256 CFMA /VOP DWLSR"
"18332","BURGL OF STRUCTURE CONVEYANCE"
"18333","UNARMED WO PERS INSIDE"
"18334","GRAND THEFT IS $300 OR MORE BUT LESS"
"18335","THAN $5000"
"18336","GRAND THEFT OF  MOTOR VEHICLE"
"18337","VOP/FELONY FLEEING OR ATTEMPTING TO"
"18338","ELUDE OFFICER"
"18339","VOP/GRAND THEFT OF MOTOR VEHICLE"
"18340","VOP/POSSESSION OF METHAMPHETAMINE"
"18341","RESIST OFFICER OBSTRUCT WO VIOLENCE"
"18342","DUI ALCOHOL OR DRUGS"
"18343","MARIJUANA-POSSESS NOT MORE THAN 20"
"18344","GRAMS"
"18345","CRUELTY TOWARD  CHILD ABUSE CHILD"
"18346","WITHOUT GREAT BODILY HARM"
"18347","CONTEMPT OF COURT VIOLATION"
"18348","INJUNCTION PROTECTION DOMESTIC"
"18349","VIOLENCE"
"18350","BATTERY CAUSE BODILY HARM"
"18351","DAMAGE PROP-CRIM MISCH OVER 200"
"18352","DOLLARS UNDER 1000 DOLLARS"
"18353","OBSTRUCTING JUSTICE TAMPERING IN"
"18354","MISDEMEANOR PROCEEDING"
"18355","STALKING FOLLOW HARASS CYBERSTALK"
"18356","ANOTHER"
"18357","VOP PETIT THEFT 1ST DEGREE PROPERTY"
"18358","100 TO UND 300 DOLS"
"18359","PETIT THEFT (VALUE GREATER THAN $100)"
"18360","MOVING TRAFFIC VIOL KNOWINGLY DRIVE"
"18361","WHILE LICE SUSPENDED REVOKED"
"18362","OUT-OF-COUNTY WARRANT/POLK"
"18363","COUNTY/FTA/KNOWINGLY DRIVING WHILE"
"18364","LICENSE SUSPENDED/REVOKE/0015853"
"18365","PETIT THEFT 2ND OFF"
"18366","DUI ALCOHOL OR DRUGS"
"18367","PETIT THEFT 2ND OFF"
"18368","VOP/POSSESSION OF FIREARM BY"
"18369","CONVICTED FELON"
"18370","POSSESSION OF WEAPON OR AMMO BY"
"18371","CONVICTED FLORIDA FELON"
"18372","MARIJUANA-POSSESS WITH INTENT TO SELL"
"18373","MFG OR DELIVER SCHEDULE I"
"18374","MARIJUANA-POSSESS POSSESS MARIJUANA"
"18375","OVER 20 GRAMS"
"18376","OVERNIGHT HOLD US MARSHALLS"
"18377","VOP/DISORDERLY CONDUCT"
"18378","OUT-OF-COUNTY WARRANT///GULF COUNTY"
"18379","SO//CASE#1700127/ VOP/ DWLSR/ NO BOND"
"18380","AGGRAVATED ASSAULT WITH FIREARM"
"18381","BATTERY"
"18382","COCAINE-POSSESS POSSESS COCAINE"
"18383","NARCOTIC EQUIP-POSSESS AND OR USE"
"18384","FAIL TO REGISTER MOTOR VEHICLE"
"18385","AGGRAVATED ASSAULT WITH FIREARM"
"18386","BATTERY"
"18387","COCAINE-POSSESS POSSESS COCAINE"
"18388","NARCOTIC EQUIP-POSSESS AND OR USE"
"18389","FAIL TO REGISTER MOTOR VEHICLE"
"18390","VOP/ATTEMPTED BURGLARY OF OCCUPIED"
"18391","DWELLING"
"18392","MARIJUANA-PRODUCING SCHEDULE I"
"18393","NARCOTIC EQUIP-POSSESS AND OR USE"
"18394","VOP/DRIVING UNDER THE INFLUENCE"
"18395","VOP/POSSESSION OF CANNABIS"
"18396","BATTERY ON EMERGENCY MEDICAL CARE"
"18397","PROVIDER"
"18398","FTA/PETIT THEFT 1ST OFF"
"18399","DUI ALCOHOL OR DRUGS"
"18400","DUI ALCOHOL OR DRUGS"
"18401","MARIJUANA-POSSESS NOT MORE THAN 20"
"18402","GRAMS"
"18403","NARCOTIC EQUIP-POSSESS AND OR USE"
"18404","FTA/GRAND THEFT OF MOTOR VEHICLE"
"18405","NARCOTIC EQUIP-POSSESS AND OR USE"
"18406","MARIJUANA-POSSESS POSSESS MARIJUANA"
"18407","OVER 20 GRAMS"
"18408","MARIJUANA-POSSESS WITH INTENT TO SELL"
"18409","MFG OR DELIVER SCHEDULE I"
"18410","POSSESSION OF CANNABIS WITH INTENT TO"
"18411","SELL"
"18412","MAINTAINING PLACE WHERE CONTROLLED"
"18413","SUBSTANCE ARE USED"
"18414","POSSESSION OF PARAPHERNALIA"
"18415","FTA/POSSESSION OF CANNABIS"
"18416","FTA/MARIJUANA-POSSESS NOT MORE THAN"
"18417","20 GRAMS"
"18418","VOP/DISORDERLY INTOXICATION"
"18419","GRAND THEFT OF MOTOR VEHICLE"
"18420","BURGLARY OF STRUCTURE WHILE ARMED"
"18421","WITH FIREARM"
"18422","GRAND THEFT OF FIREARM"
"18423","AGGRAV BATTERY PERSON USES A DEADLY"
"18424","WEAPON"
"18425","DAMAGE PROP-CRIM MISCH OVER 200"
"18426","DOLLARS UNDER 1000 DOLLARS"
"18427","BATTERY TOUCH OR STRIKE"
"18428","ARMED ROBBERY WITH FIREARM"
"18429","POSSESSION OF AMMUNITION BY"
"18430","DELINQUENT"
"18431","RESISTING OFFICER WITHOUT VIOLENCE"
"18432","RESIST OFFICER OBSTRUCT WO VIOLENCE"
"18433","TRESPASSING FAIL TO LEAVE PROPERTY"
"18434","UPON ORDER BY OWNER"
"18435","LARC RETAIL THEFT 300 DOLS MORE 1ST"
"18436","OFF"
"18437","RESIST OFFICER OBSTRUCT WO VIOLENCE"
"18438","POSSESSION OF FIREARM BY CONVICTED"
"18439","FELON"
"18440","HOLD FOR DOC/ RMC MAIN UNIT"
"18441","POSSESSION OF FIREARM BY CONVICTED"
"18442","FELON"
"18443","HOLD FOR DOC/ RMC MAIN UNIT"
"18444","FTA/ASSAULT"
"18445","FTA/CRIMINAL MISCHIEF (OVER $200 UNDER"
"18446","$1000 DAMAGES)"
"18447","VOP/BATTERY"
"18448","POSSESSION OF COCAINE"
"18449","POSSESSION OF PARAPHERNALIA"
"18450","OUT-OF-COUNTY WARRANT///HAMILTON"
"18451","COUNTY"
"18452","SO//CASE#17000294CTAXMX//FTA/DWLSR/B"
"18453","ND: 500"
"18454","FTA/DRIVING WHILE LICENSE SUSPENDED"
"18455","OR REVOKED"
"18456","VOP/POSSESSION OF METHAMPHETAMINE"
"18457","VOP/POSSESSION OF HEROIN"
"18458","POSSESSION OF COCAINE"
"18459","POSSESSION OF PARAPHERNALIA"
"18460","CRIMES AGAINST PERSON CULPABLE"
"18461","NEGLIGENCE INFLICT HARM"
"18462","UTTERING"
"18463","PETIT THEFT 2ND OFF"
"18464","FRAUD-IMPERSON FALSE ID GIVEN TO LEO"
"18465","VOP/GRAND THEFT FROM RETAIL MERCHANT"
"18466","SEX ASSAULT WITH WEAPON SEX BATTERY"
"18467","VICTIM 12 YOA OLDER"
"18468","DRUGS-POSSESS CONTROLLED SUBSTANCE"
"18469","WITHOUT PRESCRIPTION"
"18470","NARCOTIC EQUIP-POSSESS AND OR USE"
"18471","HOLD FOR LEON COUNTY CASE/ ORDER TO"
"18472","TRANSPORT/ 2013CF000618A / DEANDRE"
"18473","ROSS CASE"
"18474","HOLD FOR DOC/ FLORIDA STATE PRISON"
"18475","FLEEING OR ATTEMPTING TO ELUDE"
"18476","OFFICER"
"18477","HOLD FOR WAKULLA CI"
"18478","FLEEING OR ATTEMPTING TO ELUDE"
"18479","OFFICER"
"18480","HOLD FOR WAKULLA CI"
"18481","VOP/PUBLIC ASSISTANCE FRAUD"
"18482","VOP/FELONY THEFT"
"18483","DRUGS-POSSESS CONTROLLED SUBSTANCE"
"18484","WITHOUT PRESCRIPTION"
"18485","MARIJUANA-POSSESS NOT MORE THAN 20"
"18486","GRAMS"
"18487","NARCOTIC EQUIP-POSSESS AND OR USE"
"18488","HOLD FOR DOC/ RMC MAIN UNIT"
"18489","VOP/DEALING IN STOLEN PROPERTY"
"18490","OUT-OF-STATE-FUG-REF FUGITIVE FROM"
"18491","JUSTICE/LOWNDES COUNTY, GA/VOP/THEFT"
"18492","BY SHOPLIFTING/2016CR269C"
"18493","FRAUD-IMPERSON FALSE ID GIVEN TO LEO"
"18494","NARCOTIC EQUIP-POSSESS AND OR USE"
"18495","DRUGS POSSESS NEW LEGEND DRUG WO"
"18496","PRESCRIPTION"
"18497","MARCHMAN ACT/ORDER TO SHOW"
"18498","CAUSE/AIKENS"
"18499","FTA/NONMOVING TRAFFIC VIOL DRIVE"
"18500","WHILE LIC SUSP 1ST OFF"
"18501","DEALING IN STOLEN PROPERTY"
"18502","RESISTING A MERCHANT"
"18503","PETIT THEFT"
"18504","GRAND THEFT - THIRD DEGREE ($100 TO"
"18505","$300 VALUE FROM DWELLING OR"
"18506","CURTILAGE)"
"18507","PETIT THEFT THIRD OR SUBSQ OFF"
"18508","OUT-OF-COUNTY WARRANT//SUMTER"
"18509","COUNTY//CASE# 2017MM1278 VOP/ POSS.OF"
"18510","MARIJUANA LESS THAN 2 GRAMS"
"18511","OUT-OF-COUNTY WARRANT//SUMTER"
"18512","COUNTY VOP/CASE# 2017MM1278 POSS. OF"
"18513","PARAPHERNALIA NO BOND"
"18514","TRESPASSING FAIL TO LEAVE PROPERTY"
"18515","UPON ORDER BY OWNER"
"18516","FIRST DEGREE MURDER"
"18517","BUGLARY OF A DWELLING ARMED"
"18518","W/FIREARM"
"18519","ARMED ROBBERY W/FIREARM"
"18520","POSS. OF FIREARM BY CONVICTED FELON"
"18521","WEAPON OFFENSE USE DISPLAY ETC"
"18522","FIREARM DURING FELONY"
"18523","KIDNAP COMMIT OR FACILITATE"
"18524","COMMISSION OF FELONY"
"18525","HOLD FOR DOC/ COLUMBIA CI ANNEX"
"18526","FIRST DEGREE MURDER"
"18527","BUGLARY OF A DWELLING ARMED"
"18528","W/FIREARM"
"18529","ARMED ROBBERY W/FIREARM"
"18530","POSS. OF FIREARM BY CONVICTED FELON"
"18531","WEAPON OFFENSE USE DISPLAY ETC"
"18532","FIREARM DURING FELONY"
"18533","KIDNAP COMMIT OR FACILITATE"
"18534","COMMISSION OF FELONY"
"18535","HOLD FOR DOC/ COLUMBIA CI ANNEX"
"18536","HOLD FOR DOC/ SUWANEE CI (EOS:"
"18537","5/16/2018)"
"18538","VOP/GRAND THEFT"
"18539","VOP/ORGANIZED SCHEME TO DEFRAUD"
"18540","VOP/POSSESSION OF FRAUDULENT DRIVER'S"
"18541","LICENSE"
"18542","VOP/DEALING IN STOLEN PROPERTY"
"18543","DOMVBATTERY 2ND OR SUBSQ OFF"
"18544","COCAINE-POSSESS POSSESS COCAINE"
"18545","HOLD FOR GADSDEN CO. / CASE#18-171 CFA"
"18546","/ CRIME AGAINST PERSON (2CTS)"
"18547","VOP/BATTERY"
"18548","BATTERY ON EMERGENCY MEDICAL CARE"
"18549","PROVIDER"
"18550","HOLD FOR GADSDEN CO. / CASE#18-171 CFA"
"18551","/ CRIME AGAINST PERSON (2CTS)"
"18552","VOP/BATTERY"
"18553","BATTERY ON EMERGENCY MEDICAL CARE"
"18554","PROVIDER"
"18555","MARIJUANA-POSSESS NOT MORE THAN 20"
"18556","GRAMS"
"18557","DRUGS-POSSESS CONTROLLED SUBSTANCE"
"18558","WITHOUT PRESCRIPTION"
"18559","DOMV/BATTERY TOUCH OR STRIKE"
"18560","OUT-OF-COUNTY WARRANT BAY CO. /"
"18561","CASE#1702274 / VOP GRAND THEFT X2"
"18562","OUT-OF-COUNTY WARRANT BAY CO. /"
"18563","CASE#1702274 / FALSE INFO TO"
"18564","PAWNBROKER"
"18565","CONTEMPT OF COURT VIOLATION"
"18566","INJUNCTION PROTECTION DOMESTIC"
"18567","VIOLENCE"
"18568","HALLUCINOGEN-POSSESS WIT SELL MFG"
"18569","DELIV ETC SCHEDULE II"
"18570","HALLUCINOGEN-SELL WI 1000 FT OF"
"18571","SCH/CHILD CARE FAC SCHED II"
"18572","NARCOTIC EQUIP-POSSESS AND OR USE"
"18573","DRUGS-POSSESS CONTROLLED SUBSTANCE"
"18574","WITHOUT PRESCRIPTION"
"18575","RESIST OFFICER OBSTRUCT WO VIOLENCE"
"18576","CARRYING CONCEALED WEAPON"
"18577","UNLICENSED ELECTRIC WEAPON OR DEVICE"
"18578","DUI UNLAW BLD ALCH .15 OR HIGHER OR W"
"18579","PERSON UNDER 18 IN VEHICLE"
"18580","FTA/NARCOTIC EQUIP-POSSESS AND OR USE"
"18581","HOLD FOR DOC / SANTA ROSA ANNEX /"
"18582","DC#D19322"
"18583","FAVOR HOLD FOR PINELLAS CO."
"18584","TRESPASSING STRUCTURE OR CONVEYANCE"
"18585","PETIT THEFT 1ST DEGREE PROPERTY 100 TO"
"18586","UND 300 DOLS"
"18587","VOP/GRAND THEFT OF MOTOR VEHICLE"
"18588","VOP/POSSESSION OF BURGLARY TOOL"
"18589","PETIT THEFT 1ST OFF"
"18590","MOVING TRAFFIC VIOL OPERATE MOTOR"
"18591","VEHICLE WO VALID LICENSE"
"18592","MARIJUANA-POSSESS NOT MORE THAN 20"
"18593","GRAMS"
"18594","DOMESTIC BATTERY BY STRANGULATION"
"18595","FAVOR HOLD FOR PINELLAS CO."
"18596","FTA/MOVING TRAFFIC VIOL KNOWINGLY"
"18597","DRIVE WHILE LICE SUSPENDED REVOKED"
"18598","VOP/FTA/FELONY FLEEING OR ATTEMPTING"
"18599","TO ELUDE OFFICER"
"18600","VOP/FTA/POSSESSION OF CANNABIS WITH"
"18601","INTENT TO SELL"
"18602","VOP/FTA/POSSESSION OF COCAINE"
"18603","VOP/POSSESSION OF FIREARM BY"
"18604","CONVICTED FELON"
"18605","VOP/POSSESSION OF CONTROLLED"
"18606","SUBSTANCE WITH INTENT TO SELL OR"
"18607","DELIVER"
"18608","VOP/POSSESSION OF CONTROLLED"
"18609","SUBSTANCE WITH INTENT TO SELL"
"18610","PETIT THEFT 1ST DEGREE PROPERTY 100 TO"
"18611","UND 300 DOLS"
"18612","NARCOTIC EQUIP-POSSESS AND OR USE"
"18613","MOVING TRAFFIC VIOL KNOWINGLY DRIVE"
"18614","WHILE LICE SUSPENDED REVOKED"
"18615","DRUGS-POSSESS POSSESS"
"18616","METHAMPHETAMINE"
"18617","FAIL TO REGISTER MOTOR VEHICLE"
"18618","NONMOVING TRAFFIC VIOL DRIVE WHILE LIC"
"18619","SUSP HABITUTAL"
"18620","DRUGS-POSSESS POSSESSION OF A"
"18621","CONTROLLED SUBSTANCE"
"18622","NARCOTIC EQUIP-POSSESS AND OR USE"
"18623","DRUGS-DELIV/DISTR DELIVER"
"18624","METHAMPHETAMINE"
"18625","DRUGS-DELIV/DISTR OTHER SCHEDULE III"
"18626","OR IV"
"18627","VOP/FELONY THEFT"
"18628","TRESPASSING FAIL TO LEAVE PROPERTY"
"18629","UPON ORDER BY OWNER"
"18630","MARIJUANA-POSSESS POSSESS MARIJUANA"
"18631","OVER 20 GRAMS"
"18632","BATTERY 2ND OR SUBSQ OFF"
"18633","STOLEN PROP-DEAL IN"
"18634","FRAUD FALSE OWNER INFO PAWNED ITEMS"
"18635","$300 OR MORE"
"18636","HOLD FOR DOC / OKALOOSA C.I. /"
"18637","DC#L78197 / E.O.S. 5/13/18"
"18638","FAVOR HOLD FOR BROWARD CO."
"18639","DISORDERLY CONDUCT"
"18640","RESIST OFFICER OBSTRUCT WO VIOLENCE"
"18641","SEX ASSAULT BY 24 YOA OLDER SEX BATT"
"18642","VICTIM 16 OR 17 YOA"
"18643","CONTRIB DELINQ MINOR OR DEPENDENCY"
"18644","OF"
"18645","NARCOTIC EQUIP-POSSESS AND OR USE"
"18646","DRUGS-POSSESS CONTROLLED SUBSTANCE"
"18647","WITHOUT PRESCRIPTION"
"18648","FRAUD-IMPERSON FALSE ID GIVEN TO LEO"
"18649","POLK-COUNTY WARRANT/CASE"
"18650","#2016007272/VOP/ PETIT THEFT"
"18651","DOMV/AGGRAV ASSAULT  WITH INTENT TO"
"18652","COMMIT A FELONY"
"18653","DOMVBATTERY TOUCH OR STRIKE"
"18654","BATTERY TOUCH OR STRIKE"
"18655","DRUGS-POSSESS CONTROLLED SUBSTANCE"
"18656","WITHOUT PRESCRIPTION"
"18657","MARIJUANA-POSSESS NOT MORE THAN 20"
"18658","GRAMS"
"18659","NARCOTIC EQUIP-POSSESS AND OR USE"
"18660","DRUGS-POSSESS POSSESS"
"18661","METHAMPHETAMINE"
"18662","BURGL OF STRUCTURE CONVEYANCE"
"18663","UNARMED WO PERS INSIDE"
"18664","PETIT THEFT 1ST DEGREE PROPERTY 100 TO"
"18665","UND 300 DOLS"
"18666","KIDNAP-FALSE IMPRISONMENT ADULT"
"18667","BATTERY TOUCH OR STRIKE"
"18668","FRAUD FAIL REDELIV HIRED LEASED PROP"
"18669","300 DOLS OR OVR"
"18670","PUBLIC ORDER CRIMES USE OF FALSE ID"
"18671","ADVERSELY AFFECTS ANOTHER"
"18672","NONMOVING TRAFFIC VIOL DRIVE WHILE LIC"
"18673","SUSP HABITUTAL"
"18674","VOP/FTA/BURGLARY OF STRUCTURE"
"18675","VOP/FTA/GRAND THEFT"
"18676","VOP/POSSESSION OF CONTRABAND AT"
"18677","COUNTY JAIL"
"18678","VOP/DRIVING WHILE LICENSE REVOKED"
"18679","(HABITUAL OFFENDER)"
"18680","VOP/DWLR"
"18681","VOP/POSSESSION OF CANNABIS"
"18682","VOP/POSSESSION OF PARAPHERNALIA"
"18683","FTA/WRIT-WHS $600 OR 30 DAYS LCJ"
"18684","DOR/RUFF/CARROLL"
"18685","DISORDERLY CONDUCT"
"18686","TRESPASSING FAIL TO LEAVE PROPERTY"
"18687","UPON ORDER BY OWNER"
"18688","DAMAGE PROP-CRIM MISCH / OVER 200"
"18689","UNDER 1000 DOLS SUBSQ OFF"
"18690","BATTERY ON OFFICER FIREFIGHTER EMT ETC"
"18691","DUI UNLAW BLD ALCH .15 OR HIGHER OR W"
"18692","PERSON UNDER 18 IN VEHICLE"
"18693","FRAUD UTTER FALSE INSTRUMENT"
"18694","PETIT THEFT 1ST OFF"
"18695","PETIT THEFT 1ST OFF"
"18696","DUI AND DAMAGE PROPERTY OR PERSON OF"
"18697","ANOTHER"
"18698","DUI UNLAW BLD ALCH .15 OR HIGHER OR W"
"18699","PERSON UNDER 18 IN VEHICLE"
"18700","FTA/DRIVING UNDER THE INFLUENCE WITH"
"18701","BREATH ALCOHOL OF .15 OR HIGHER"
"18702","FTA/DRIVING WHILE LICENSE SUSPENDED"
"18703","OR REVOKED"
"18704","WRIT-WHS $700 OR 30 DAYS LCJ"
"18705","DOR/RUFF/FRANCIS"
"18706","DUI UNLAW BLD ALCH .15 OR HIGHER OR W"
"18707","PERSON UNDER 18 IN VEHICLE"
"18708","VOP/FTA/GRAND THEFT OF MOTOR VEHICLE"
"18709","VOP/FTA/RESISTING OFFICER WITHOUT"
"18710","VIOLENCE"
"18711","BATTERY BY PERSON DETAINED IN PRISON"
"18712","OR JAIL FACILITY"
"18713","DUI AND DAMAGE PROPERTY OR PERSON OF"
"18714","ANOTHER"
"18715","MOVING TRAFFIC VIOL OPERATE MOTOR"
"18716","VEHICLE WO VALID LICENSE"
"18717","DISORDERLY CONDUCT"
"18718","RESIST OFFICER OBSTRUCT WO VIOLENCE"
"18719","DUI ALCOHOL OR DRUGS"
"18720","PETIT THEFT 1ST OFF"
"18721","HOLD FOR JEFFERSON CO. / CASE#1300032 /"
"18722","VOP ROBBERY WITH A GUN"
"18723","VOP/FTA/PUBLIC AFFRAY"
"18724","POSSESSION OF METHAMPHETAMINE"
"18725","POSSESSION OF PARAPHERNALIA"
"18726","RESIST OFFICER OBSTRUCT WO VIOLENCE"
"18727","HIT AND RUN ACC-UNATTENDED VEH OR"
"18728","PROP WO LEAVING ID"
"18729","VOP/BATTERY ON LAW ENFORCEMENT"
"18730","OFFICER"
"18731","FLEE/ELUDE POLICE FLEE W DISREGARD OF"
"18732","SAFETY TO PERSONS OR PROP"
"18733","HIT AND RUN LEAVE SCENE OF CRASH"
"18734","INVOLVE DAMAGE TO PROP-MORE THAN $50"
"18735","DAMAGE"
"18736","NONMOVING TRAFFIC VIOL DRIVE WHILE LIC"
"18737","SUSP 2ND OFF"
"18738","NARCOTIC EQUIP-POSSESS AND OR USE"
"18739","MARIJUANA-POSSESS NOT MORE THAN 20"
"18740","GRAMS"
"18741","RESIST OFFICER OBSTRUCT WO VIOLENCE"
"18742","RESIST OFFICER OBSTRUCT WO VIOLENCE"
"18743","MARIJUANA-POSSESS NOT MORE THAN 20"
"18744","GRAMS"
"18745","MARIJUANA-POSSESS POSSESS MARIJUANA"
"18746","OVER 20 GRAMS"
"18747","DUI ALCOHOL OR DRUGS"
"18748","VOP/BATTERY TOUCH OR STRIKE"
"18749","HOLD FOR MADISON CO. / CASE#16-463-CT /"
"18750","KNOWINGLY OPERATING WHILE DWLS"
"18751","HIT AND RUN FAIL TO STOP REMAIN AT"
"18752","CRASH INV SER BOD INJ"
"18753","AGGRAV ASSAULT  W DEADLY WEAPON"
"18754","WITHOUT INTENT TO KILL"
"18755","BURGLARY UNOCCUPIED CONVEYANCE"
"18756","UNARMED"
"18757","BURGL OF STRUCTURE CONVEYANCE"
"18758","UNARMED WO PERS INSIDE"
"18759","PETIT THEFT 1ST OFF"
"18760","FTA/POSSESSION OF CANNABIS"
"18761","FTA/POSSESSION OF PARAPHERNALIA"
"18762","MAKING FALSE REPORT KNOWINGLY GIVE"
"18763","FALSE INFO TO LEO ALLGD CRIME"
"18764","AGGRAV BATTERY PERSON USES A DEADLY"
"18765","WEAPON"
"18766","DAMAGE PROP-CRIM MISCH $1000 OR MORE"
"18767","MARIJUANA-POSSESS WITH INTENT TO SELL"
"18768","MFG OR DELIVER SCHEDULE I"
"18769","NARCOTIC EQUIP-POSSESS AND OR USE"
"18770","NONMOVING TRAFFIC VIOL DRIVE WHILE LIC"
"18771","SUSP 3RD OR SUBSQ OFF"
"18772","MOVING TRAFFIC VIOL FAIL TO HAVE REQ"
"18773","ENDORSEMENT ON DRIVERS LIC"
"18774","HOLD FOR SANTA ROSA CI/DOC"
"18775","MARIJUANA-POSSESS NOT MORE THAN 20"
"18776","GRAMS"
"18777","HOLD PALM BEACH COUNTY//"
"18778","VOP//CASE#1604534// PETIT THEFT/ NO"
"18779","BOND"
"18780","MARIJUANA-POSSESS NOT MORE THAN 20"
"18781","GRAMS"
"18782","OUT-OF-STATE-FUG-REF FUGITIVE FROM"
"18783","JUSTICE/GRADY COUNTY,"
"18784","GA/FTA/MARIJUANA-SELL/17-R-006"
"18785","BATTERY TOUCH OR STRIKE"
"18786","DAMAGE PROP-CRIM MISCH OVER 200"
"18787","DOLLARS UNDER 1000 DOLLARS"
"18788","FRAUD INSURANCE FRAUD LESS THAN 20K"
"18789","DOLLARS"
"18790","FTA/NONMOVING TRAFFIC VIOL DRIVE"
"18791","WHILE LIC SUSP 1ST OFF"
"18792","PUBLIC ASSISTANCE FRAUD"
"18793","OUT-OF-COUNTY WARRANT/// ALACHUA"
"18794","COUNTY SO/ CASE#012015MM005479A/ FTA/"
"18795","PETIT THEFT / BOND: 500"
"18796","SEX ASSAULT BY CUSTODIAN SEX BATT VICT"
"18797","12 YOA UNDER 18 YOA"
"18798","SEX OFFENSE-AGAINST CHILD-FONDLING"
"18799","VICTIM 12YOA UP TO 16YOA OFFENDER 18"
"18800","YOA OLDER"
"18801","OUT-OF-COUNTY WARRANT/MONROE"
"18802","COUNTY/VOP/BURG UNOCC"
"18803","STRUCTURE/CV/OR ATT/1700032"
"18804","OUT-OF-COUNTY WARRANT/MONROE"
"18805","COUNTY/VOPBURG UNOCC STRUC/CV OR"
"18806","ATT/1700032"
"18807","OUT-OF-COUNTY WARRANT/MONROE"
"18808","COUNTY/VOP/BURG UNOCC STRUC/CV OR"
"18809","ATT/1700032"
"18810","SEX ASSLT SEX BAT 18 YR OR OLDER  BY"
"18811","PRSN 18 YR OR OLD"
"18812","POSSESSION OF SYNTHETIC CANNABIS"
"18813","POSSESSION OF PARAPHERNALIA"
"18814","HOLD FOR FLA PAROLE COMMISSION/"
"18815","FTA/HIT AND RUN LEAVE SCENE OF CRASH"
"18816","INVOLVE DAMAGE TO PROP-MORE THAN $50"
"18817","DAMAGE"
"18818","HOLD FOR GULF CI/DOC"
"18819","HOLD FOR GADSDEN"
"18820","COUNTY/FORGERY/UTTERING FORGED"
"18821","INSTRUMENT/GRAND THEFT/03-99CFA"
"18822","HOLD FOR WAKULLA COUNTY/VOP/PASS"
"18823","FORGED96-59"
"18824","FTA/MOVING TRAFFIC VIOL DRIVE WITH"
"18825","SUSPENDED REVOKED LICENSE"
"18826","VOP/LEWD OR LASCIVIOUS BATTERY"
"18827","KIDNAPPING TO FACILITATE FELONY WITH"
"18828","FIREARM"
"18829","AGGRAVATED BATTERY WITH FIREARM"
"18830","SEXUAL BATTERY WITH FIREARM"
"18831","ARMED ROBBERY WITH FIREARM"
"18832","HOLD ACI/DOC"
